entity_isin,assets_count,priority_assets_count,sensitive_locations,biodiversity_importance,high_ecosystem_integrity,decline_in_ecosystem_integrity,physical_water_risk,ecosystem_services_provision_importance,proximity_to_protected_areas,proximity_to_kbas,species_rarity_weighted_richness,species_threat_abatement,species_threat_abatement_marine,proximity_to_mangroves,ecosystem_integrity_index,biodiversity_intactness_index,ocean_health_index,trend_in_ecosystem_integrity_index,deforestation_hotspots,water_availability,water_pollution,drought,riverine_flood,coastal_flood,cumulative_impact_on_oceans,critical_areas_for_biodiversity_and_ncp,areas_of_importance_for_biodiversity_and_climate
CH0127480363,1,0,0.443,0.2489,0.4991,0.0581,0.4288,0.443,0.8041,0.3194,0.0375,0.0067,0.0,0.0,0.0,0.4991,,0.0581,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.28,0.606
CH0130293662,34,18,0.6363,0.2771,0.7439,0.3918,0.4836,0.5867,0.8983,0.332,0.0707,0.0275,0.0042,0.0,0.0386,0.7439,,0.3918,0.0,0.0833,0.8583,0.4627,0.1553,0.0134,,0.3988,0.7983
CH0190891181,2,0,0.4133,0.005,0.4031,0.0995,0.4133,0.4175,0.4405,0.0,,0.005,0.0,0.0,0.0,0.4031,,0.0995,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.2289,0.606
CH0198251305,58,7,0.4791,0.1038,0.4272,0.1043,0.615,0.4134,0.521,0.106,0.0642,0.0087,0.0267,0.0,0.0019,0.4272,,0.1067,0.0,0.3167,0.8056,0.5877,0.2704,0.0411,0.4554,0.2886,0.5574
CH0208062627,1,0,0.4343,0.0288,0.4343,0.242,0.4288,0.4351,0.9117,0.0,0.0375,0.0029,0.0,0.0,0.0,0.4343,,0.242,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.345,0.5252
CH0210483332,68,13,0.4862,0.2071,0.3856,0.2307,0.6086,0.4195,0.4292,0.1399,0.1759,0.095,0.0966,0.0,0.0005,0.3759,0.7108,0.2389,0.0,0.5345,0.8103,0.5054,0.2593,0.1202,0.4021,0.3636,0.5056
CH0212255803,1,0,0.4209,0.0283,0.4366,0.1371,0.4133,0.4209,0.5238,0.0,0.0366,0.0034,0.0,0.0,0.0,0.4366,,0.1371,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.2357,0.606
CH0225173167,1,0,0.4133,0.0283,0.441,0.1393,0.4133,0.4066,0.4463,0.0,0.0366,0.0034,0.0,0.0,0.0,0.441,,0.1393,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.2071,0.606
CH0238627142,1,0,0.4268,0.0326,0.4268,0.1058,0.4133,0.7129,0.8115,0.0,0.043,0.0017,0.0,0.0,0.0,0.4268,,0.1058,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.8905,0.5353
CH0239229302,1,0,0.5141,0.1108,0.5141,0.0152,0.4288,0.7929,0.7012,0.1265,0.0637,0.0047,0.0,0.0,0.0,0.5141,,0.0152,0.0,0.0,0.75,0.4288,0.2493,0.0,,1.0,0.5858
CH0244017502,1,0,0.453,0.0294,0.5369,0.2454,0.4133,0.453,1.0,0.0,0.038,0.0038,0.0,0.0,0.0007,0.5369,,0.2454,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.3,0.606
CH0244767585,414,75,0.4807,0.1932,0.4028,0.1648,0.5397,0.4796,0.5265,0.1292,0.1586,0.0681,0.0849,0.0,0.0003,0.3921,0.7177,0.1665,0.0007,0.4086,0.7195,0.4412,0.2403,0.0832,0.4375,0.4076,0.576
CH0276534614,1,0,0.5638,0.031,0.5774,0.091,0.4133,0.5638,0.9076,0.0,0.0399,0.0041,0.0,0.0,0.0,0.5774,,0.091,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.4711,0.6565
CH0276837694,1,0,0.4234,0.0357,0.4234,0.0935,0.4133,0.4429,0.7814,0.0,0.0467,0.0026,0.0,0.0,0.0,0.4234,,0.0935,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.4429,
CH0311864901,15,1,0.5129,0.2016,0.384,0.1758,0.6139,0.441,0.4809,0.1693,0.2207,0.1083,0.0108,0.0,0.0,0.384,,0.1758,0.0192,0.3654,0.9038,0.5418,0.3012,0.2133,0.5404,0.4255,0.4945
CH0315966322,1,0,0.5341,0.2401,0.3631,0.018,0.5341,0.6565,0.6252,0.307,0.0392,0.0004,0.0,0.0,0.0,0.3631,,0.018,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.8889,0.4242
CH0319416936,1,0,0.4099,0.0286,0.4099,0.101,0.4288,0.3762,0.8642,0.0,0.0367,0.0044,0.0,0.0,0.0,0.4099,,0.101,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.2273,0.5252
CH0334081137,1,0,0.5341,0.3484,0.3771,0.0176,0.5341,0.5621,0.6884,0.4515,0.0392,0.0037,0.0,0.0,0.0,0.3771,,0.0176,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.7,0.4242
CH0360674466,1,0,0.4133,0.0346,0.4396,0.0415,0.4133,0.3928,0.6433,0.0,0.045,0.0035,0.0,0.0,0.0,0.4396,,0.0415,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.21,0.5757
CH0360826991,1,0,0.4133,0.0038,0.5182,0.3105,0.4133,0.3928,0.5253,0.0,,0.0038,0.0,0.0,0.0004,0.5182,,0.3105,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.21,0.5757
CH0363463438,1,0,0.5359,0.5644,0.3787,0.0249,0.5341,0.5359,0.7395,0.811,0.0392,0.0016,0.0,0.0,0.0,0.3787,,0.0249,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.6476,0.4242
CH0364749348,31,4,0.452,0.1634,0.36,0.1979,0.6335,0.4104,0.4069,0.1223,0.2069,0.0729,0.0375,0.0,0.0,0.3505,0.6805,0.1979,0.0,0.4919,0.8306,0.5544,0.2646,0.0767,0.4715,0.2945,0.5117
CH0371153492,1,0,0.4133,0.0326,0.405,0.1163,0.4133,0.5938,0.8884,0.0,0.043,0.0017,0.0,0.0,0.0,0.405,,0.1163,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.6524,0.5353
CH0386200239,1,0,0.5341,0.108,0.364,0.0176,0.5341,0.6212,0.7339,0.1311,0.0389,0.0037,0.0,0.0,0.0,0.364,,0.0176,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.8182,0.4242
CH0406705126,1,0,0.5619,0.0406,0.5619,0.0507,0.4133,0.7029,0.8544,0.0,0.0534,0.0023,0.0,0.0,0.0,0.5619,,0.0507,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.6886,0.7171
CH0418792922,368,69,0.4777,0.1756,0.4116,0.1432,0.5752,0.4191,0.4096,0.08,0.2139,0.1034,0.0826,0.0,0.0012,0.4054,0.692,0.1458,0.0007,0.564,0.6508,0.4318,0.3009,0.0956,0.481,0.3177,0.572
CH0432492467,110,28,0.5259,0.2103,0.3838,0.1794,0.7006,0.4322,0.3697,0.2165,0.2022,0.069,0.0794,0.0,0.0001,0.3664,0.6332,0.1875,0.0,0.6319,0.8077,0.575,0.3607,0.1301,0.408,0.3775,0.4611
CH0435377954,1,0,0.4288,0.1485,0.0001,0.0634,0.4288,0.4929,0.7343,0.1485,,0.0082,0.0,0.0,0.0001,,,0.0634,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.4,0.5858
CH0466642201,1,0,0.5189,0.0376,0.5189,0.021,0.4288,0.7803,0.5979,0.0,0.0484,0.0053,0.0,0.0,0.0,0.5189,,0.021,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.9143,0.6464
CH0468525222,1,1,0.8213,0.8213,0.5201,0.1616,0.6258,1.0,0.9174,0.9966,0.1042,0.5328,0.0,0.0,0.0002,0.5201,,0.1616,0.0,0.0,1.0,0.6258,0.076,0.0,,1.0,
CH0496451508,1,1,0.6759,0.0582,0.6759,0.1617,0.4133,0.8647,0.8669,0.0,0.0758,0.0055,0.0,0.0,0.0012,0.6759,,0.1617,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.78,0.9494
CH0530235594,1,0,0.5344,0.6296,0.5344,0.1309,0.4288,0.2079,0.827,1.0,0.0373,0.0044,0.0,0.0,0.0,0.5344,,0.1309,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.2079,
CH0531751755,2,0,0.4655,0.0382,0.377,0.1082,0.4655,0.803,0.5587,0.0,0.0497,0.0035,0.0,0.0,0.0029,0.377,,0.1082,0.0,0.0,1.0,0.4655,0.1753,0.0,,1.0,0.606
CH0542483745,1,0,0.4688,0.0017,0.4688,0.093,0.4133,0.8081,0.5559,0.0,,0.0017,0.0,0.0,0.0,0.4688,,0.093,0.0,0.0,0.75,0.4133,0.1254,0.0,,1.0,0.6161
CH0582581713,1,0,0.4188,0.0042,0.5121,0.1648,0.4133,0.4188,0.7238,0.0,,0.0042,0.0,0.0,0.0,0.5121,,0.1648,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.2214,0.6161
CH1101098163,1,0,0.482,0.0334,0.5246,0.0534,0.4288,0.482,0.919,0.0,0.0428,0.0052,0.0,0.0,0.0,0.5246,,0.0534,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.3682,0.5959
CH1110425654,1,0,0.445,0.0294,0.5369,0.124,0.4133,0.445,0.879,0.0,0.038,0.0037,0.0,0.0,0.0,0.5369,,0.124,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.3143,0.5757
CH1110760852,1,0,0.4419,0.0017,0.4419,0.112,0.4133,0.7677,0.7569,0.0,,0.0017,0.0,0.0,0.0,0.4419,,0.112,0.0,0.0,0.75,0.4133,0.1254,0.0,,1.0,0.5353
CH1111227810,1,1,0.6681,0.4495,0.6681,0.1115,0.4133,0.7216,0.8946,0.5805,0.0565,0.0072,0.0,0.0,0.0002,0.6681,,0.1115,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.7262,0.7171
CH1129677105,1,0,0.4424,0.0017,0.4424,0.1115,0.4133,0.7677,0.7557,0.0,,0.0017,0.0,0.0,0.0,0.4424,,0.1115,0.0,0.0,0.75,0.4133,0.1254,0.0,,1.0,0.5353
CH1156060167,31,4,0.452,0.1634,0.36,0.1979,0.6335,0.4104,0.4069,0.1223,0.2069,0.0729,0.0375,0.0,0.0,0.3505,0.6805,0.1979,0.0,0.4919,0.8306,0.5544,0.2646,0.0767,0.4715,0.2945,0.5117
CH1169151003,1,0,0.4977,0.028,0.6342,0.1037,0.4288,0.4977,0.8261,0.0,0.035,0.0071,0.0,0.0,0.0002,0.6342,,0.1037,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.4095,0.5858
CH1169360919,1,0,0.4682,0.029,0.5096,0.1098,0.4133,0.4682,0.9563,0.0,0.037,0.0052,0.0,0.0,0.0,0.5096,,0.1098,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.3405,0.5959
CH1173567111,1,1,0.6737,0.0398,0.7732,0.2467,0.4288,0.6737,0.9056,0.0,0.0507,0.0071,0.0,0.0,0.0024,0.7732,,0.2467,0.0,0.0,0.75,0.4288,0.2493,0.0,,0.6405,0.707
CH1175448666,78,14,0.4739,0.1697,0.3811,0.2056,0.6236,0.3798,0.4622,0.176,0.137,0.0566,0.0518,0.0,0.0003,0.3773,0.6598,0.2086,0.0,0.4643,0.7857,0.5475,0.2613,0.0776,0.4342,0.3107,0.5146
CH1176493729,4,0,0.485,0.4859,0.485,0.2258,0.767,0.1739,0.8362,0.5,0.1923,0.097,0.0012,0.0,0.0004,0.485,,0.2258,0.0,0.5,1.0,0.4499,0.3665,0.0101,,0.1739,
CH1216478797,1,0,0.5341,0.6527,0.518,0.1424,0.5341,0.175,0.857,0.8726,0.04,0.0061,0.0,0.0,0.0002,0.518,,0.1424,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.175,
CH1243598427,1,0,0.5341,0.4385,0.3769,0.0175,0.5341,0.5502,0.8015,0.5716,0.0392,0.0013,0.0,0.0,0.0,0.3769,,0.0175,0.0,0.0,1.0,0.5341,0.1702,0.0,,0.6762,0.4242
CH1248667003,1,0,0.4133,0.0326,0.4063,0.1043,0.4133,0.5938,0.967,0.0,0.043,0.0017,0.0,0.0,0.0,0.4063,,0.1043,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.6524,0.5353
CH1256740924,1128,258,0.5171,0.2344,0.4394,0.1307,0.6315,0.4456,0.3832,0.2088,0.2171,0.1162,0.111,0.0,0.0028,0.4281,0.6672,0.1312,0.0024,0.5061,0.6497,0.5321,0.3754,0.1716,0.5356,0.3913,0.5199
CH1300646267,1,0,0.4305,0.0121,0.4305,0.1767,0.75,0.4187,1.0,0.0,0.0158,0.0009,0.0002,0.0,0.0,0.4305,,0.1767,0.0,0.75,1.0,0.6624,0.207,0.0,,0.3022,0.5353
CH1338987303,2,0,0.4066,0.005,0.3927,0.0985,0.4133,0.4066,0.4041,0.0,,0.005,0.0,0.0,0.0,0.3927,,0.0985,0.0,0.0,0.75,0.4133,0.1254,0.0,,0.2071,0.606
CL0000000035,1,0,0.5656,0.0058,0.313,0.0534,1.0,0.5656,0.0,0.0,0.2013,0.0078,0.0,0.0,0.0,0.313,,0.0534,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1313
CL0000000100,7,2,0.6367,0.2728,0.431,0.2029,0.69,0.6127,0.0701,0.1099,0.5089,0.1762,0.3539,0.0,0.0,0.3576,0.7048,0.2029,0.0,0.65,0.7,0.5258,0.4825,0.088,0.6036,0.6679,0.404
CL0000000423,1,0,0.5656,0.0058,0.3095,0.0451,1.0,0.5656,0.0,0.0,0.2013,0.0078,0.0,0.0,0.0,0.3095,,0.0451,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1313
CL0000001256,1,0,0.5858,0.0,0.3324,0.0402,1.0,0.5858,0.0,0.0,,0.0487,0.0,0.0,0.0,0.3324,,0.0402,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CL0000001314,19,5,0.5264,0.2157,0.409,0.1304,0.6283,0.5175,0.2524,0.0745,0.3658,0.194,0.1586,0.0,0.004,0.3985,0.7048,0.1304,0.0,0.7031,0.5469,0.439,0.2547,0.0,0.5425,0.6099,0.4251
CL0001583070,5,3,0.6641,0.4853,0.7481,0.317,0.6715,0.3923,0.0,0.6308,0.0682,0.6754,0.1985,0.0,0.0928,0.7481,,0.317,0.0,1.0,0.625,0.454,0.4434,0.0,0.1436,0.6553,0.1293
CL0002132620,1,0,0.5858,0.0,0.3432,0.0394,1.0,0.5858,0.0,0.0,,0.1362,0.0,0.0,0.0,0.3432,,0.0394,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CL0002266774,34,19,0.6516,0.1891,0.7283,0.4098,0.7175,0.4275,0.1416,0.1098,0.1734,0.3022,0.0594,0.0,0.1563,0.7283,,0.4098,0.0,0.9917,0.6167,0.4267,0.3467,0.0,0.2119,0.5532,0.2797
CL0002456714,1,0,0.5758,0.0679,0.3984,0.0544,1.0,0.5758,0.0,0.0,0.2356,0.0905,0.0,0.0,0.0,0.3984,,0.0544,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1515
CL0002539816,1,0,0.5858,0.0,0.3208,0.049,1.0,0.5858,0.0,0.0,,0.0487,0.0,0.0,0.0,0.3208,,0.049,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CL0002841873,1,0,0.5858,0.0,0.3458,0.04,1.0,0.5858,0.0,0.0,,0.1362,0.0,0.0,0.0,0.3458,,0.04,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CLP0939W1081,1,0,0.5656,0.0058,0.3098,0.0453,1.0,0.5656,0.0,0.0,0.2013,0.0078,0.0,0.0,0.0,0.3098,,0.0453,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1313
CLP1506A1070,24,4,0.4891,0.2027,0.4076,0.1443,0.694,0.3409,0.633,0.1964,0.1011,0.0482,0.0029,0.0,0.0001,0.3815,0.6752,0.1443,0.0,0.5417,0.9271,0.563,0.226,0.098,0.5097,0.2368,0.467
CLP249051044,19,5,0.5293,0.2464,0.4518,0.0954,0.5803,0.4941,0.2441,0.1949,0.293,0.1795,0.1889,0.0,0.0091,0.4518,,0.0954,0.0,0.75,0.4861,0.3988,0.2777,0.0,0.3971,0.6059,0.3167
CLP256251073,5,2,0.7554,0.6667,0.6673,0.3341,0.7785,0.5705,0.3796,0.6667,0.164,0.6829,0.6667,0.0,0.0216,0.6673,,0.3341,0.0,1.0,0.8333,0.4321,0.2752,0.0,0.1529,0.7489,0.3922
CLP3064M1019,4,0,0.5791,0.002,0.3172,0.0453,1.0,0.5791,0.0,0.0,0.2013,0.0351,0.0,0.0,0.0,0.3172,,0.0453,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1582
CLP321331116,74,29,0.5894,0.2469,0.4657,0.0832,0.6511,0.5681,0.1843,0.212,0.2515,0.249,0.1562,0.0,0.0091,0.46,0.6957,0.0832,0.0,0.8,0.575,0.4157,0.3013,0.0307,0.3954,0.6956,0.3593
CLP3615W1037,13,6,0.5971,0.3216,0.6237,0.3968,0.5861,0.5279,0.2445,0.2711,0.263,0.5275,0.0803,0.0,0.1004,0.6237,0.6957,0.3968,0.0,0.8462,0.4615,0.4196,0.2497,0.0298,0.4624,0.5957,0.46
CLP371151059,1,0,0.5858,0.0,0.3315,0.0518,1.0,0.5858,0.0,0.0,,0.0487,0.0,0.0,0.0,0.3315,,0.0518,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CLP371861061,1,0,0.5656,0.0058,0.3084,0.0398,1.0,0.5656,0.0,0.0,0.2013,0.0078,0.0,0.0,0.0,0.3084,,0.0398,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1313
CLP3880F1085,161,65,0.6071,0.2896,0.4328,0.0949,0.6375,0.6116,0.1876,0.129,0.4033,0.2673,0.2164,0.0,0.0059,0.4328,,0.0911,0.0049,0.7321,0.5107,0.4243,0.3565,0.0146,0.4701,0.7552,0.3851
CLP6808Q1068,1,0,0.5858,0.0,0.321,0.0464,1.0,0.5858,0.0,0.0,,0.0487,0.0,0.0,0.0,0.321,,0.0464,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CLP763281068,1,0,0.5858,0.0,0.3537,0.0412,1.0,0.5858,0.0,0.0,,0.1362,0.0,0.0,0.0,0.3537,,0.0412,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CLP7847L1080,2,0,0.5858,0.0,0.3245,0.0462,1.0,0.5858,0.0,0.0,,0.0487,0.0,0.0,0.0,0.3245,,0.0462,0.0,1.0,1.0,0.454,0.2068,0.0,,1.0,0.1717
CLP8716G1059,2,0,0.3973,0.0117,0.3554,0.408,0.3973,0.187,0.0,0.0,0.2458,0.0156,0.0,0.0,0.0061,0.3554,,0.408,0.0,1.0,0.25,0.3973,0.1903,0.0,,0.0206,0.3535
CLP8716X1082,30,9,0.534,0.1913,0.4272,0.2461,0.6709,0.4095,0.2596,0.1055,0.3605,0.1634,0.0701,0.0,0.036,0.4202,0.7983,0.2461,0.0,0.8462,0.5865,0.5588,0.3667,0.0828,0.4294,0.3627,0.4663
CNE000000040,2,2,0.856,0.856,0.3316,0.2715,0.5408,1.0,0.0,0.856,,1.0,0.0,0.0,0.0,0.3316,,0.2715,0.0,0.25,0.5,0.5408,0.2522,0.8004,,1.0,
CNE000000073,1,0,0.3868,0.0007,0.3613,0.3868,0.6399,0.2474,0.0,0.0,0.1108,0.0009,0.0,0.0,0.0,0.3613,,0.3868,0.0,0.5,0.75,0.6399,0.6372,0.0,,0.0,0.4949
CNE0000000K1,3,0,0.3705,0.0,0.3705,0.0,1.0,0.2576,0.0,0.0,0.0634,0.0,0.0,0.0,0.0,0.3705,,,0.0,1.0,1.0,0.6819,0.435,0.0,,0.0,0.5151
CNE0000000T2,15,2,0.4686,0.0901,0.3733,0.1806,0.7517,0.3621,0.0,0.0769,0.3165,0.1192,0.0,0.0,0.0002,0.4044,,0.1806,0.0,0.6154,0.7885,0.6258,0.4622,0.1114,0.3261,0.2635,0.4536
CNE000000198,1,0,0.3649,0.0,0.3649,0.123,1.0,0.2576,0.0,0.0,0.0634,0.0,0.0,0.0,0.0,0.3649,,0.123,0.0,1.0,1.0,0.6819,0.435,0.0,,0.0,0.5151
CNE0000001D4,5,1,0.4877,0.0695,0.4428,0.2902,0.7493,0.4894,0.1319,0.0,0.3222,0.1394,0.0605,0.0,0.0001,0.3573,0.7173,0.2902,0.0,0.5,0.8,0.4809,0.3417,0.5055,0.4946,0.3819,0.7407
CNE0000001J1,2,0,0.4263,0.011,0.4263,0.037,0.75,0.3045,0.0,0.0,0.2737,0.0147,0.0,0.0,0.0,0.4263,,0.037,0.0,0.75,1.0,0.5112,0.3644,0.5366,,0.0433,0.5656
CNE000000222,1,1,0.8182,0.8901,0.3408,0.3654,0.5408,0.8182,0.0,0.5605,1.0,1.0,0.0,0.0,0.0,0.3408,,0.3654,0.0,0.25,0.5,0.5408,0.2522,0.8004,,0.8182,
CNE000000230,27,4,0.4649,0.1261,0.4136,0.1484,0.6255,0.3678,0.1971,0.0584,0.2383,0.1197,0.0,0.0,0.0008,0.4036,0.6148,0.1603,0.0,0.5556,0.6944,0.5537,0.3906,0.2377,0.5037,0.2676,0.5127
CNE0000002M3,3,3,0.702,0.7288,0.7036,0.5035,0.5432,0.6827,0.2694,0.293,0.8443,0.9222,0.0571,0.0,0.0296,0.508,0.6148,0.5035,0.0904,0.1667,0.3333,0.5408,0.4379,0.6994,0.3174,0.9348,0.4306
CNE0000002N1,2,0,0.5744,0.0,0.3615,0.5744,0.75,0.0,0.0,0.0,0.0919,0.0,0.0,0.0,0.0,0.3615,,0.5744,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0,
CNE0000002Y8,8,2,0.5515,0.0752,0.3997,0.3134,0.6443,0.4539,0.0,0.0,0.3984,0.1131,0.0,0.0,0.0,0.3997,,0.3134,0.0,0.4643,0.7143,0.5471,0.418,0.3587,0.5424,0.48,0.3959
CNE000000347,2,2,0.6625,0.6625,0.6148,0.4126,0.5306,0.8571,0.0,0.0,1.0,0.8833,0.0,0.0,0.0,0.3339,0.6148,0.4126,0.0,0.25,0.5,0.5408,0.2522,0.8004,0.2046,0.8571,
CNE0000004B2,1,0,0.3614,0.0,0.3614,0.3061,0.75,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.0,0.3614,,0.3061,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0,
CNE0000004C0,1,1,0.6148,0.032,0.6148,0.2118,0.75,0.0,0.0,0.0,0.0426,0.1128,0.0,0.0,0.0,0.3369,0.6148,0.2118,0.0,0.75,0.75,0.6674,0.8026,0.5483,0.5149,0.0,
CNE0000004H9,1,0,0.3582,0.0,0.3582,0.0504,0.5863,0.2772,0.0,0.0,,0.0007,0.0,0.0,0.0,0.3582,,0.0504,0.0,0.5,1.0,0.5863,0.3332,0.0,,0.1,0.4545
CNE0000004Z1,2,2,0.6104,0.0,0.3621,0.6104,0.75,0.0,0.0,0.0,0.0919,0.0,0.0,0.0,0.0,0.3621,,0.6104,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0,
CNE000000529,2,2,0.6529,0.1208,0.6418,0.2574,0.6647,0.6323,0.1841,0.0968,0.1749,0.0978,0.0,0.0,0.008,0.6418,,0.2574,0.0,0.25,0.75,0.6647,0.477,0.0,,0.6174,0.6473
CNE000000594,2,0,0.3823,0.0,0.3509,0.3823,0.75,0.2218,0.0,0.0,,0.0,0.0,0.0,0.0,0.3509,,0.3823,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0094,0.4343
CNE0000005J2,2,0,0.3319,0.0022,0.3319,0.0136,0.639,0.1212,0.0,0.0,0.062,0.003,0.0,0.0,0.0,0.3319,,0.0136,0.0,1.0,0.5,0.639,0.2996,0.0,,0.0,0.2424
CNE0000005Q7,9,2,0.5047,0.0156,0.5558,0.4167,0.657,0.1749,0.0,0.0943,0.0582,0.0487,0.0,0.0,0.0134,0.5191,0.6148,0.4167,0.0,0.9643,0.7143,0.6304,0.5334,0.0996,0.4016,0.0406,0.33
CNE0000006W3,2,0,0.5968,0.0,0.3427,0.5968,0.75,0.2272,0.0,0.0,0.1113,0.0,0.0,0.0,0.0,0.3427,,0.5968,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0,0.4545
CNE0000006Y9,2,1,0.5814,0.0225,0.3942,0.1753,0.8647,0.6136,0.0,0.0196,0.0676,0.0234,0.0,0.0,0.0001,0.3942,,0.1753,0.0,0.625,1.0,0.7068,0.5654,0.0048,,0.5,0.4545
CNE0000007H2,2,0,0.5549,0.0063,0.4969,0.0128,0.5654,0.594,0.0,0.0,0.3288,0.0266,0.0,0.0,0.0001,0.4969,,0.0256,0.0,0.5,0.75,0.4803,0.5654,0.0,,0.7134,0.4747
CNE0000007J8,2,0,0.2934,0.0,0.2934,0.1042,0.5863,0.242,0.0,0.0,0.0442,0.0,0.0,0.0,0.0,0.2934,,0.1042,0.0,0.5,1.0,0.5863,0.3332,0.0,,0.0194,0.4646
CNE0000008K4,2,0,0.3494,0.0,0.3233,0.0801,0.5016,0.3494,0.0,0.0,0.1789,0.0,0.0,0.0,0.0,0.3233,,0.0801,0.0,0.5,0.75,0.5016,0.4492,0.0,,0.0625,0.6363
CNE0000008L2,19,2,0.4693,0.1122,0.3908,0.218,0.6644,0.4247,0.0424,0.0726,0.3434,0.2197,0.0,0.0,0.0,0.3759,0.6148,0.2436,0.0,0.3289,0.7105,0.5717,0.4102,0.4144,0.219,0.2653,0.6184
CNE0000008X7,88,13,0.4796,0.0576,0.4476,0.1491,0.6756,0.3361,0.0588,0.0632,0.2237,0.0805,0.0042,0.0,0.0011,0.4503,0.6148,0.1491,0.0,0.5536,0.6994,0.5716,0.4851,0.1535,0.5915,0.1934,0.5427
CNE000000933,28,15,0.6106,0.2494,0.5928,0.4041,0.6681,0.4665,0.0719,0.2324,0.3042,0.3664,0.0,0.0,0.051,0.5628,0.6148,0.4041,0.0,0.5093,0.6481,0.5829,0.3909,0.3137,0.4443,0.4164,0.4779
CNE000000941,1,0,0.4411,0.0,0.3584,0.4411,0.75,0.0,0.0,0.0,0.1113,0.0,0.0,0.0,0.0,0.3584,,0.4411,0.0,1.0,0.75,0.6762,0.7104,0.106,,0.0,
CNE0000009V9,1,0,0.5866,0.0,0.3371,0.5866,0.7894,0.2222,0.0,0.0,,0.0307,0.0,0.0,0.0,0.3371,,0.5866,0.0,0.75,0.75,0.6674,0.8026,0.5483,0.836,0.0,0.4444
CNE0000009Y3,2,0,0.3707,0.0344,0.3707,0.0859,0.9277,0.1768,0.0,1.0,0.0459,0.0,0.0,0.0,0.0,0.3707,,0.0859,0.0,1.0,1.0,0.7108,0.1528,0.5081,0.4717,0.0,0.3535
CNE000000BB2,17,6,0.5078,0.0693,0.4712,0.1945,0.7426,0.2982,0.0,0.1616,0.1209,0.0909,0.0,0.0,0.0001,0.3929,0.6148,0.1945,0.0,0.6176,0.75,0.6205,0.6054,0.4685,0.6578,0.1497,0.4464
CNE000000BL1,1,0,0.5069,0.0004,0.5069,0.2745,0.5991,0.3408,0.0,0.0,0.1897,0.0006,0.0,0.0,0.0012,0.5069,,0.2745,0.0,0.0,0.75,0.5991,0.5866,0.0,,0.1059,0.5757
CNE000000BQ0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
CNE000000C66,7,0,0.4599,0.0,0.3458,0.4235,0.7163,0.1875,0.0,0.0,0.1041,0.0,0.0,0.0,0.0,0.3458,,0.4235,0.0,0.9286,0.6071,0.68,0.6318,0.1272,0.5796,0.0027,0.4343
